user 1   scene:1
time: 42.3121554851532, score: [210.45502]
time: 42.332175970077515, score: [213.88913]
time: 42.35493993759155, score: [217.32321]
time: 42.3752076625824, score: [220.7573]
time: 42.39557647705078, score: [224.19138]
time: 42.415005683898926, score: [227.66602]
time: 42.43243718147278, score: [231.1579]
time: 42.45321583747864, score: [234.65262]
time: 42.47122764587402, score: [238.1489]
time: 42.491249084472656, score: [241.64929]
time: 42.50947952270508, score: [245.15091]
time: 42.532392501831055, score: [248.65402]
time: 42.5539014339447, score: [252.15866]
time: 42.577569007873535, score: [255.66412]
time: 42.60846781730652, score: [259.17056]
time: 42.631359338760376, score: [262.67786]
time: 42.649927377700806, score: [266.18555]
time: 42.670040130615234, score: [269.69324]
time: 42.68971514701843, score: [273.2009]
time: 42.70887756347656, score: [276.7086]
time: 42.72791075706482, score: [280.21628]
time: 42.74678564071655, score: [283.72397]
time: 42.76583242416382, score: [287.23166]
time: 42.786948919296265, score: [290.73932]
time: 42.80565118789673, score: [294.247]
time: 42.82541108131409, score: [297.7547]
time: 42.84576153755188, score: [301.26236]
time: 42.86711096763611, score: [304.77005]
time: 42.88530087471008, score: [308.27774]
time: 42.90128254890442, score: [311.78543]
time: 42.92278003692627, score: [315.29312]
time: 42.94217228889465, score: [318.8008]
time: 42.96222519874573, score: [322.30847]
time: 42.98261117935181, score: [323.47635]
time: 43.002092361450195, score: [323.47635]
time: 43.0213737487793, score: [323.47635]
time: 43.03653860092163, score: [323.47635]
time: 43.062450647354126, score: [323.47635]
time: 43.08873677253723, score: [323.47635]
time: 43.10876107215881, score: [323.47635]
time: 43.12984108924866, score: [323.47635]
time: 43.15682125091553, score: [323.47635]
time: 43.18142747879028, score: [323.47635]
time: 43.21196389198303, score: [323.47635]
time: 43.22999310493469, score: [323.47635]
time: 43.25205850601196, score: [323.47635]
time: 43.2738721370697, score: [323.47635]
time: 43.30659580230713, score: [323.47635]
time: 43.328091859817505, score: [323.47635]
time: 43.34575176239014, score: [323.47635]
time: 43.36747360229492, score: [323.47635]
time: 43.38562989234924, score: [323.47635]
time: 43.40329718589783, score: [323.47635]
time: 43.42361235618591, score: [323.47635]
time: 43.4444215297699, score: [323.47635]
time: 43.46513509750366, score: [323.47635]
time: 43.48541331291199, score: [323.47635]
time: 43.504740715026855, score: [323.47635]
time: 43.52476119995117, score: [323.47635]
