user 6   scene:1
time: 0.06746363639831543, score: [210.14432]
time: 0.18566393852233887, score: [213.8782]
time: 0.264254093170166, score: [217.31229]
time: 0.3853275775909424, score: [220.7464]
time: 0.5126848220825195, score: [224.18045]
time: 0.6313776969909668, score: [227.65414]
time: 0.7392086982727051, score: [231.14581]
time: 0.855323314666748, score: [234.64053]
time: 0.971337080001831, score: [238.13669]
time: 1.0931525230407715, score: [241.63708]
time: 1.2229344844818115, score: [245.13867]
time: 1.353529930114746, score: [248.64172]
time: 1.492253065109253, score: [252.14633]
time: 1.6352050304412842, score: [255.65176]
time: 1.7896759510040283, score: [259.15817]
time: 1.9503295421600342, score: [262.66544]
time: 2.125762939453125, score: [266.17313]
time: 2.2764968872070312, score: [269.68082]
time: 2.458951234817505, score: [273.1885]
time: 2.6154603958129883, score: [276.69617]
time: 2.7615394592285156, score: [280.2039]
time: 2.9301066398620605, score: [283.71155]
time: 3.088385820388794, score: [287.21924]
time: 3.245459794998169, score: [290.72693]
time: 3.3997232913970947, score: [294.2346]
time: 3.565397024154663, score: [297.7423]
time: 3.737178087234497, score: [301.24997]
time: 3.9135055541992188, score: [304.75766]
time: 4.077875137329102, score: [308.26535]
time: 4.256585597991943, score: [311.77304]
time: 4.423718690872192, score: [315.2807]
time: 4.597514629364014, score: [318.7884]
time: 4.796576023101807, score: [322.29608]
time: 4.997344255447388, score: [323.47638]
time: 5.181394815444946, score: [323.47638]
time: 5.372235298156738, score: [323.47638]
time: 5.581019639968872, score: [323.47638]
time: 5.768219709396362, score: [323.47638]
time: 5.953405380249023, score: [323.47638]
time: 6.134590148925781, score: [323.47638]
time: 6.330833911895752, score: [323.47638]
time: 6.530768871307373, score: [323.47638]
time: 6.732243776321411, score: [323.47638]
time: 6.944374322891235, score: [323.47638]
time: 7.152226686477661, score: [323.47638]
time: 7.3465540409088135, score: [323.47638]
time: 7.5820043087005615, score: [323.47638]
time: 7.82791805267334, score: [323.47638]
time: 8.042110204696655, score: [323.47638]
time: 8.24202823638916, score: [323.47638]
time: 8.476762771606445, score: [323.47638]
time: 8.706024169921875, score: [323.47638]
time: 8.946830987930298, score: [323.47638]
time: 9.207916259765625, score: [323.47638]
