user 25   scene:1
time: 0.009228944778442383, score: [210.45355]
time: 0.033832550048828125, score: [213.88913]
time: 0.04930567741394043, score: [217.32321]
time: 0.0644843578338623, score: [220.7573]
time: 0.0829770565032959, score: [224.19138]
time: 0.10281181335449219, score: [227.66602]
time: 0.11747932434082031, score: [231.1579]
time: 0.1337292194366455, score: [234.65262]
time: 0.15052175521850586, score: [238.14886]
time: 0.16761445999145508, score: [241.64929]
time: 0.18285012245178223, score: [245.15091]
time: 0.1984109878540039, score: [248.65402]
time: 0.21297907829284668, score: [252.15866]
time: 0.2262718677520752, score: [255.66412]
time: 0.2439115047454834, score: [259.17056]
time: 0.25895166397094727, score: [262.67786]
time: 0.2724649906158447, score: [266.18555]
time: 0.28665733337402344, score: [269.6932]
time: 0.3011007308959961, score: [273.2009]
time: 0.313525915145874, score: [276.7086]
time: 0.32878780364990234, score: [280.21628]
time: 0.34327054023742676, score: [283.72397]
time: 0.35845470428466797, score: [287.23163]
time: 0.3734109401702881, score: [290.73932]
time: 0.3887214660644531, score: [294.24704]
time: 0.4042501449584961, score: [297.75467]
time: 0.41863441467285156, score: [301.26236]
time: 0.43434906005859375, score: [304.77005]
time: 0.4492619037628174, score: [308.27774]
time: 0.46379971504211426, score: [311.78543]
time: 0.4781620502471924, score: [315.29312]
time: 0.4943253993988037, score: [318.80078]
time: 0.5087332725524902, score: [322.3085]
time: 0.5240705013275146, score: [323.47638]
time: 0.5394041538238525, score: [323.47638]
time: 0.5548176765441895, score: [323.47638]
time: 0.5683302879333496, score: [323.47638]
time: 0.5836625099182129, score: [323.47638]
time: 0.5990912914276123, score: [323.47638]
time: 0.6137478351593018, score: [323.47638]
time: 0.6292598247528076, score: [323.47638]
time: 0.6437621116638184, score: [323.47638]
time: 0.6594893932342529, score: [323.47638]
time: 0.6745078563690186, score: [323.47638]
time: 0.6900756359100342, score: [323.47638]
time: 0.7054929733276367, score: [323.47638]
time: 0.7202022075653076, score: [323.47638]
time: 0.7351160049438477, score: [323.47638]
time: 0.7481348514556885, score: [323.47638]
time: 0.760326623916626, score: [323.47638]
time: 0.7742342948913574, score: [323.47638]
time: 0.7878313064575195, score: [323.47638]
time: 0.800400972366333, score: [323.47638]
time: 0.8147258758544922, score: [323.47638]
